TA_key,from_place,from_date,to_place,to_date,transportation_tools,etl_load_time
TRAVEL-1155692,SHA - 上海 - SHANGHAI , 2023-07-24 , PEK - 北京 - BEIJING , 2023-07-24 , Train ,2023-11-07 09:49:06
TRAVEL-1155692,PEK - 北京 - BEIJING , 2023-07-28 , SHA - 上海 - SHANGHAI , 2023-07-28 , Train ,2023-11-07 09:49:06
TRAVEL-1152796,SHA - 上海 - SHANGHAI , 2023-07-09 , NKG - 南京 - NANJING , 2023-07-09 , Train ,2023-11-07 09:49:06
TRAVEL-1152796,南京 - NANJING , 2023-07-10 , SHA - 上海 - SHANGHAINKG , 2023-07-10 , Train ,2023-11-07 09:49:06
TRAVEL-1154504,SHA - 上海 - SHANGHAI , 2023-07-09 , NKG - 南京 - NANJING , 2023-07-09 , Train ,2023-11-07 09:49:06
TRAVEL-1154504,SHA - 上海 - SHANGHAI , 2023-07-10 , NKG - 南京 - NANJING , 2023-07-10 , Train ,2023-11-07 09:49:06
TRAVEL-1144848,SHA - 上海 - SHANGHAI , 2023-06-19 , HGH - 杭州 - HANGZHOU , 2023-06-19 , Train ,2023-11-07 09:49:06
TRAVEL-1144848,SHA - 上海 - SHANGHAI , 2023-06-19 , HGH - 杭州 - HANGZHOU , 2023-06-19 , Train ,2023-11-07 09:49:06
TRAVEL-1144884,SHA - 上海 - SHANGHAI , 2023-06-27 , XFN - 襄阳（襄樊） - XIANGYANG（XIANGFAN） , 2023-06-27 , Plane ,2023-11-07 09:49:06
TRAVEL-1144884,XFN - 襄阳（襄樊） - XIANGYANG（XIANGFAN , 2023-06-28 , SHA - 上海 - SHANGHAI） , 2023-06-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1144767,SHA - 上海 - SHANGHAI , 2023-06-20 , CAN - 广州 - GUANGZHOU , 2023-06-20 , Plane ,2023-11-07 09:49:06
TRAVEL-1146424,TNA - 济南 - JINAN , 2023-06-27 , DLC - 大连 - DALIAN , 2023-06-27 , Plane ,2023-11-07 09:49:06
TRAVEL-1146424,DLC - 大连 - DALIAN , 2023-06-28 , CAN - 广州 - GUANGZHOU , 2023-06-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1146424,CAN - 广州 - GUANGZHOU , 2023-06-30 , TNA - 济南 - JINAN , 2023-06-30 , Plane ,2023-11-07 09:49:06
TRAVEL-1147914,SHE - 沈阳 - SHENYANG , 2023-06-27 , CN0184 - 盘锦 - PANJIN , 2023-06-27 , Private Car ,2023-11-07 09:49:06
TRAVEL-1147914,CN0184 - 盘锦 - PANJIN , 2023-06-29 , SHE - 沈阳 - SHENYANG , 2023-06-29 , Private Car ,2023-11-07 09:49:06
TRAVEL-1154029,SHA - 上海 - SHANGHAI , 2023-07-13 , CAN - 广州 - GUANGZHOU , 2023-07-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1154029,CAN - 广州 - GUANGZHOU , 2023-07-14 , NKG - 南京 - NANJING , 2023-07-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1154029,NKG - 南京 - NANJING , 2023-07-15 , SHA - 上海 - SHANGHAI , 2023-07-15 , Train ,2023-11-07 09:49:06
TRAVEL-1155728,SIA - 西安 - XIAN , 2023-07-17 , CN0085 - 宝鸡 - BAOJI , 2023-07-17 , Private Car ,2023-11-07 09:49:06
TRAVEL-1155728,CN0085 - 宝鸡 - BAOJI , 2023-07-20 , SIA - 西安 - XIAN , 2023-07-20 , Private Car ,2023-11-07 09:49:06
TRAVEL-1155733,SHA - 上海 - SHANGHAI , 2023-07-19 , WUH - 武汉 - WUHAN , 2023-07-20 , Plane ,2023-11-07 09:49:06
TRAVEL-1146712,SHA - 上海 - SHANGHAI , 2023-06-20 , WUX - 无锡 - WUXI , 2023-06-20 , Train ,2023-11-07 09:49:06
TRAVEL-1146712,WUX - 无锡 - WUXI , 2023-06-26 , SHA - 上海 - SHANGHAI , 2023-06-26 , Train ,2023-11-07 09:49:06
TRAVEL-1141089,SHE - 沈阳 - SHENYANG , 2023-06-06 , CN0184 - 盘锦 - PANJIN , 2023-06-06 , Train ,2023-11-07 09:49:06
TRAVEL-1141089,CN0184 - 盘锦 - PANJIN , 2023-06-08 , SHE - 沈阳 - SHENYANG , 2023-06-08 , Train ,2023-11-07 09:49:06
TRAVEL-1156435,CTU - 成都 - CHENGDU , 2023-07-24 , SHA - 上海 - SHANGHAI , 2023-07-24 , Plane ,2023-11-07 09:49:06
TRAVEL-1156435,SHA - 上海 - SHANGHAI , 2023-07-26 , CTU - 成都 - CHENGDU , 2023-07-26 , Plane ,2023-11-07 09:49:06
TRAVEL-1150430,SHA - 上海 - SHANGHAI , 2023-07-04 , SZX - 深圳 - SHENZHEN , 2023-07-04 , Plane ,2023-11-07 09:49:06
TRAVEL-1150430,SZX - 深圳 - SHENZHEN , 2023-07-05 , SHA - 上海 - SHANGHAI , 2023-07-05 , Plane ,2023-11-07 09:49:06
TRAVEL-1150554,SHA - 上海 - SHANGHAI , 2023-07-06 , CN0173 - 千岛湖 - QIANDAOHU , 2023-07-06 , Private Car ,2023-11-07 09:49:06
TRAVEL-1150554,CN0173 - 千岛湖 - QIANDAOHU , 2023-07-07 , SHA - 上海 - SHANGHAI , 2023-07-07 , Private Car ,2023-11-07 09:49:06
TRAVEL-1151846,CKG - 重庆 - CHONGQING , 2023-07-10 , TSN - 天津 - TIANJIN , 2023-07-10 , Plane ,2023-11-07 09:49:06
TRAVEL-1151846,TSN - 天津 - TIANJIN , 2023-07-12 , CN0346 - 保定 - BAODING , 2023-07-12 , Train ,2023-11-07 09:49:06
TRAVEL-1151846,CN0346 - 保定 - BAODING , 2023-07-12 , SJW - 石家庄 - SHIJIAZHUANG , 2023-07-12 , Train ,2023-11-07 09:49:06
TRAVEL-1151846,SJW - 石家庄 - SHIJIAZHUANG , 2023-07-13 , CKG - 重庆 - CHONGQING , 2023-07-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1153147,YNT - 烟台 - YANTAI , 2023-07-11 , HGH - 杭州 - HANGZHOU , 2023-07-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1153147,HGH - 杭州 - HANGZHOU , 2023-07-13 , shanghai , 2023-07-13 , Train ,2023-11-07 09:49:06
TRAVEL-1153147,shanghai , 2023-07-15 , HGH - 杭州 - HANGZHOU , 2023-07-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1154616,SHA - 上海 - SHANGHAI , 2023-08-07 , URC - 乌鲁木齐 - URUMQI , 2023-08-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1154616,URC - 乌鲁木齐 - URUMQI , 2023-08-09 , SHA - 上海 - SHANGHAI , 2023-08-09 , Plane ,2023-11-07 09:49:06
TRAVEL-1145296,SHA - 上海 - SHANGHAI , 2023-07-10 , SIA - 西安 - XIAN , 2023-07-10 , Plane ,2023-11-07 09:49:06
TRAVEL-1145296,wulumuqi , 2023-07-15 , SIA - 西安 - XIAN , 2023-07-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1145299,SHA - 上海 - SHANGHAI , 2023-07-04 , PEK - 北京 - BEIJING , 2023-07-04 , Plane ,2023-11-07 09:49:06
TRAVEL-1145299,beijing , 2023-07-07 , PEK - 北京 - BEIJING , 2023-07-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1141161,SHA - 上海 - SHANGHAI , 2023-06-14 , SZX - 深圳 - SHENZHEN , 2023-06-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1141161,SZX - 深圳 - SHENZHEN , 2023-06-15 , SHA - 上海 - SHANGHAI , 2023-06-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1145671,CN0450 - 顺德 - SHUNDE , 2023-06-19 , 广州 , 2023-06-19 , Taxi ,2023-11-07 09:49:06
TRAVEL-1145671,广州 , 2023-06-19 , SZX - 深圳 - SHENZHEN , 2023-06-19 , Train ,2023-11-07 09:49:06
TRAVEL-1145671,SZX - 深圳 - SHENZHEN , 2023-06-21 , 广州 , 2023-06-21 , Train ,2023-11-07 09:49:06
TRAVEL-1145671,广州 , 2023-06-21 , CN0450 - 顺德 - SHUNDE , 2023-06-21 , Taxi ,2023-11-07 09:49:06
TRAVEL-1145674,WEF - 潍坊 - WEIFANG , 2023-06-19 , CN0132 - 淄博 - ZIBO , 2023-06-19 , Private Car ,2023-11-07 09:49:06
TRAVEL-1145674,CN0132 - 淄博 - ZIBO , 2023-06-20 , TNA - 济南 - JINAN , 2023-06-20 , Private Car ,2023-11-07 09:49:06
TRAVEL-1145674,WEF - 潍坊 - WEIFANG , 2023-06-21 , TNA - 济南 - JINAN , 2023-06-21 , Private Car ,2023-11-07 09:49:06
TRAVEL-1153198,PEK - 北京 - BEIJING , 2023-07-17 , SHA - 上海 - SHANGHAI , 2023-07-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1153198,SHA - 上海 - SHANGHAI , 2023-07-18 , SZX - 深圳 - SHENZHEN , 2023-07-18 , Plane ,2023-11-07 09:49:06
TRAVEL-1156502,SHA - 上海 - SHANGHAI , 2023-07-19 , HGH - 杭州 - HANGZHOU , 2023-07-19 , Train ,2023-11-07 09:49:06
TRAVEL-1156502,HGH - 杭州 - HANGZHOU , 2023-07-20 , SHA - 上海 - SHANGHAI , 2023-07-20 , Train ,2023-11-07 09:49:06
TRAVEL-1156505,SHA - 上海 - SHANGHAI , 2023-07-21 , NKG - 南京 - NANJING , 2023-07-21 , Train ,2023-11-07 09:49:06
TRAVEL-1156505,NKG - 南京 - NANJING , 2023-07-21 , SHA - 上海 - SHANGHAI , 2023-07-21 , Train ,2023-11-07 09:49:06
TRAVEL-1145122,CN0191 - 宁国 - NINGGUO , 2023-06-20 , 1342 - 当涂（马鞍山） - DANGTU（MAANSHAN） , 2023-06-20 , Private Car ,2023-11-07 09:49:06
TRAVEL-1145301,SHA - 上海 - SHANGHAI , 2023-07-25 , CTU - 成都 - CHENGDU , 2023-07-25 , Plane ,2023-11-07 09:49:06
TRAVEL-1145301,SHA - 上海 - SHANGHAI , 2023-07-28 , CTU - 成都 - CHENGDU , 2023-07-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1143015,KVN - 昆山 - KUNSHAN , 2023-06-19 , CN0399 - 嘉兴 - JIAXING , 2023-06-19 , Train ,2023-11-07 09:49:06
TRAVEL-1143015,CN0399 - 嘉兴 - JIAXING , 2023-06-20 , KVN - 昆山 - KUNSHAN , 2023-06-20 , Train ,2023-11-07 09:49:06
TRAVEL-1145325,SHA - 上海 - SHANGHAI , 2023-06-14 , HFE - 合肥 - HEFEI , 2023-06-14 , Train ,2023-11-07 09:49:06
TRAVEL-1145325,NKG - 南京 - NANJING , 2023-06-15 , SHA - 上海 - SHANGHAI , 2023-06-15 , Train ,2023-11-07 09:49:06
TRAVEL-1145330,CN0387 - 湖州 - HUZHOU , 2023-06-18 , KHN - 南昌 - NANCHANG , 2023-06-18 , Train ,2023-11-07 09:49:06
TRAVEL-1145330,KHN - 南昌 - NANCHANG , 2023-06-21 , CN0387 - 湖州 - HUZHOU , 2023-06-21 , Train ,2023-11-07 09:49:06
TRAVEL-1145376,SHA - 上海 - SHANGHAI , 2023-06-19 , CSX - 长沙 - CHANGSHA , 2023-06-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1145376,CSX - 长沙 - CHANGSHA , 2023-06-21 , SHA - 上海 - SHANGHAI , 2023-06-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1140678,SHA - 上海 - SHANGHAI , 2023-06-13 , CGQ - 长春 - CHANGCHUN , 2023-06-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1140678,CGQ - 长春 - CHANGCHUN , 2023-06-14 , SHA - 上海 - SHANGHAI , 2023-06-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1140605,SHA - 上海 - SHANGHAI , 2023-06-05 , CAN - 广州 - GUANGZHOU , 2023-06-05 , Plane ,2023-11-07 09:49:06
TRAVEL-1140605,CAN - 广州 - GUANGZHOU , 2023-06-08 , SHA - 上海 - SHANGHAI , 2023-06-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1155990,SZV - 苏州 - SUZHOU , 2023-07-19 , NGB - 宁波 - NINGBO , 2023-07-19 , Train ,2023-11-07 09:49:06
TRAVEL-1155990,NGB - 宁波 - NINGBO , 2023-07-21 , SZV - 苏州 - SUZHOU , 2023-07-21 , Train ,2023-11-07 09:49:06
TRAVEL-1143064,TYN - 太原 - TAIYUAN , 2023-06-12 , CGO - 郑州 - ZHENGZHOU , 2023-06-12 , Train ,2023-11-07 09:49:06
TRAVEL-1143064,CGO - 郑州 - ZHENGZHOU , 2023-06-16 , TYN - 太原 - TAIYUAN , 2023-06-16 , Train ,2023-11-07 09:49:06
TRAVEL-1155533,NGB - 宁波 - NINGBO , 2023-07-17 , HFE - 合肥 - HEFEI , 2023-07-17 , Train ,2023-11-07 09:49:06
TRAVEL-1155533,HFE - 合肥 - HEFEI , 2023-07-20 , NKG - 南京 - NANJING , 2023-07-20 , Train ,2023-11-07 09:49:06
TRAVEL-1155533,NKG - 南京 - NANJING , 2023-07-21 , NGB - 宁波 - NINGBO , 2023-07-21 , Train ,2023-11-07 09:49:06
TRAVEL-1150762,SHA - 上海 - SHANGHAI , 2023-07-05 , wuhan , 2023-07-05 , Plane ,2023-11-07 09:49:06
TRAVEL-1150762,wuhan , 2023-07-05 , XFN - 襄阳（襄樊） - XIANGYANG（XIANGFAN） , 2023-07-05 , Train ,2023-11-07 09:49:06
TRAVEL-1150762,XFN - 襄阳（襄樊） - XIANGYANG（XIANGFAN） , 2023-07-07 , wuhan , 2023-07-07 , Train ,2023-11-07 09:49:06
TRAVEL-1150762,wuhan , 2023-07-07 , SHA - 上海 - SHANGHAI , 2023-07-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1141095,CKG - 重庆 - CHONGQING , 2023-06-16 , INC - 银川 - YINCHUAN , 2023-06-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1141095,INC - 银川 - YINCHUAN , 2023-06-17 , CKG - 重庆 - CHONGQING , 2023-06-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1142855,CN0450 - 顺德 - SHUNDE , 2023-06-09 , CN0304 - 中山 - ZHONGSHAN , 2023-06-09 , Private Car ,2023-11-07 09:49:06
TRAVEL-1142855,CN0304 - 中山 - ZHONGSHAN , 2023-06-09 , CN0450 - 顺德 - SHUNDE , 2023-06-09 , Private Car ,2023-11-07 09:49:06
TRAVEL-1153465,SHA - 上海 - SHANGHAI , 2023-07-11 , NKG - 南京 - NANJING , 2023-07-11 , Train ,2023-11-07 09:49:06
TRAVEL-1153465,NKG - 南京 - NANJING , 2023-07-11 , LYG - 连云港 - LIANYUNGANG , 2023-07-11 , Train ,2023-11-07 09:49:06
TRAVEL-1153465,SZV - 苏州 - SUZHOU , 2023-07-14 , SHA - 上海 - SHANGHAI , 2023-07-12 , Train ,2023-11-07 09:49:06
TRAVEL-1143377,CAN - 广州 - GUANGZHOU , 2023-06-13 , SZX - 深圳 - SHENZHEN , 2023-06-13 , Private Car ,2023-11-07 09:49:06
TRAVEL-1143377,CAN - 广州 - GUANGZHOU , 2023-06-15 , SZX - 深圳 - SHENZHEN , 2023-06-15 , Private Car ,2023-11-07 09:49:06
TRAVEL-1143377,SZX - 深圳 - SHENZHEN , 2023-06-13 , CAN - 广州 - GUANGZHOU , 2023-06-13 , Private Car ,2023-11-07 09:49:06
TRAVEL-1143377,SZX - 深圳 - SHENZHEN , 2023-06-15 , CAN - 广州 - GUANGZHOU , 2023-06-15 , Private Car ,2023-11-07 09:49:06
TRAVEL-1143388,YNZ - 盐城 - YANCHENG , 2023-06-12 , CN0263 - 海安 - HAIAN , 2023-06-12 , Train ,2023-11-07 09:49:06
TRAVEL-1143388,CN0263 - 海安 - HAIAN , 2023-06-13 , NKG - 南京 - NANJING , 2023-06-13 , Train ,2023-11-07 09:49:06
TRAVEL-1143388,NKG - 南京 - NANJING , 2023-06-14 , CZX - 常州 - CHANGZHOU , 2023-06-14 , Train ,2023-11-07 09:49:06
TRAVEL-1143388,CZX - 常州 - CHANGZHOU , 2023-06-15 , NKG - 南京 - NANJING , 2023-06-15 , Train ,2023-11-07 09:49:06
TRAVEL-1143388,NKG - 南京 - NANJING , 2023-06-16 , SHA - 上海 - SHANGHAI , 2023-06-16 , Train ,2023-11-07 09:49:06
TRAVEL-1143388,SHA - 上海 - SHANGHAI , 2023-06-17 , YNZ - 盐城 - YANCHENG , 2023-06-17 , Train ,2023-11-07 09:49:06
TRAVEL-1142925,SHA - 上海 - SHANGHAI , 2023-06-29 , CN0399 - 嘉兴 - JIAXING , 2023-06-29 , Train ,2023-11-07 09:49:06
TRAVEL-1142925,CN0399 - 嘉兴 - JIAXING , 2023-06-30 , SHA - 上海 - SHANGHAI , 2023-06-30 , Train ,2023-11-07 09:49:06
TRAVEL-1144097,SHA - 上海 - SHANGHAI , 2023-06-26 , SZX - 深圳 - SHENZHEN , 2023-06-30 , Plane ,2023-11-07 09:49:06
TRAVEL-1145570,SJW - 石家庄 - SHIJIAZHUANG , 2023-06-20 , PEK - 北京 - BEIJING , 2023-06-20 , Train ,2023-11-07 09:49:06
TRAVEL-1145570,PEK - 北京 - BEIJING , 2023-06-21 , SJW - 石家庄 - SHIJIAZHUANG , 2023-06-21 , Train ,2023-11-07 09:49:06
TRAVEL-1144038,SHA - 上海 - SHANGHAI , 2023-06-21 , CKG - 重庆 - CHONGQING , 2023-06-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1147190,SHA - 上海 - SHANGHAI , 2023-06-27 , KMG - 昆明 - KUNMING , 2023-06-27 , Plane ,2023-11-07 09:49:06
TRAVEL-1147190,KMG - 昆明 - KUNMING , 2023-06-30 , DLU - 大理 - DALI , 2023-06-30 , Train ,2023-11-07 09:49:06
TRAVEL-1147190,DLU - 大理 - DALI , 2023-07-02 , SHA - 上海 - SHANGHAI , 2023-07-02 , Plane ,2023-11-07 09:49:06
TRAVEL-1155574,TYN - 太原 - TAIYUAN , 2023-07-18 , CGO - 郑州 - ZHENGZHOU , 2023-07-18 , Train ,2023-11-07 09:49:06
TRAVEL-1155574,CGO - 郑州 - ZHENGZHOU , 2023-07-20 , TYN - 太原 - TAIYUAN , 2023-07-20 , Train ,2023-11-07 09:49:06
TRAVEL-1139567,SHA - 上海 - SHANGHAI , 2023-06-17 , DNH - 敦煌 - DUNHUANG , 2023-06-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1139567,DNH - 敦煌 - DUNHUANG , 2023-06-20 , SHA - 上海 - SHANGHAI , 2023-06-20 , Plane ,2023-11-07 09:49:06
TRAVEL-1154283,SHA - 上海 - SHANGHAI , 2023-07-12 , CN0086 - 慈溪 - CIXI , 2023-07-12 , Train ,2023-11-07 09:49:06
TRAVEL-1155164,SHA - 上海 - SHANGHAI , 2023-07-17 , HGH - 杭州 - HANGZHOU , 2023-07-17 , Train ,2023-11-07 09:49:06
TRAVEL-1155164,HGH - 杭州 - HANGZHOU , 2023-07-17 , SHA - 上海 - SHANGHAI , 2023-07-17 , Train ,2023-11-07 09:49:06
TRAVEL-1156920,SHA - 上海 - SHANGHAI , 2023-07-25 , SZV - 苏州 - SUZHOU , 2023-07-25 , Train ,2023-11-07 09:49:06
TRAVEL-1151273,SHA - 上海 - SHANGHAI , 2023-07-12 , SZV - 苏州 - SUZHOU , 2023-07-12 , Train ,2023-11-07 09:49:06
TRAVEL-1151273,Suzhou , 2023-07-14 , Shanghai , 2023-07-14 , Train ,2023-11-07 09:49:06
TRAVEL-1155616,YNZ - 盐城 - YANCHENG , 2023-07-17 , SHA - 上海 - SHANGHAI , 2023-07-17 , Train ,2023-11-07 09:49:06
TRAVEL-1155616,SHA - 上海 - SHANGHAI , 2023-07-19 , SZV - 苏州 - SUZHOU , 2023-07-19 , Train ,2023-11-07 09:49:06
TRAVEL-1155616,SZV - 苏州 - SUZHOU , 2023-07-20 , WUX - 无锡 - WUXI , 2023-07-20 , Train ,2023-11-07 09:49:06
TRAVEL-1155616,WUX - 无锡 - WUXI , 2023-07-21 , YNZ - 盐城 - YANCHENG , 2023-07-21 , Train ,2023-11-07 09:49:06
TRAVEL-1144454,TNA - 济南 - JINAN , 2023-06-05 , TAO - 青岛 - QINGDAO , 2023-06-05 , Train ,2023-11-07 09:49:06
TRAVEL-1144454,青岛 , 2023-06-06 , 潍坊 , 2023-06-06 , Train ,2023-11-07 09:49:06
TRAVEL-1144454,潍坊 , 2023-06-07 , 安丘 , 2023-06-07 , Short-term rental car ,2023-11-07 09:49:06
TRAVEL-1144454,潍坊 , 2023-06-07 , 济南 , 2023-06-07 , Train ,2023-11-07 09:49:06
TRAVEL-1156378,SHA - 上海 - SHANGHAI , 2023-07-15 , TNA - 济南 - JINAN , 2023-07-15 , Train ,2023-11-07 09:49:06
TRAVEL-1156378,TNA - 济南 - JINAN , 2023-07-17 , CN0132 - 淄博 - ZIBO , 2023-07-17 , Train ,2023-11-07 09:49:06
TRAVEL-1156378,CN0132 - 淄博 - ZIBO , 2023-07-19 , TNA - 济南 - JINAN , 2023-07-19 , Train ,2023-11-07 09:49:06
TRAVEL-1156378,TNA - 济南 - JINAN , 2023-07-19 , SZX - 深圳 - SHENZHEN , 2023-07-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1155225,SHA - 上海 - SHANGHAI , 2023-07-24 , SZX - 深圳 - SHENZHEN , 2023-07-24 , Plane ,2023-11-07 09:49:06
TRAVEL-1153307,SHA - 上海 - SHANGHAI , 2023-07-17 , HGH - 杭州 - HANGZHOU , 2023-07-17 , Train ,2023-11-07 09:49:06
TRAVEL-1153307,HGH - 杭州 - HANGZHOU , 2023-07-17 , SHA - 上海 - SHANGHAI , 2023-07-17 , Train ,2023-11-07 09:49:06
TRAVEL-1155284,SHA - 上海 - SHANGHAI , 2023-07-17 , HGH - 杭州 - HANGZHOU , 2023-07-17 , Train ,2023-11-07 09:49:06
TRAVEL-1155284,HGH - 杭州 - HANGZHOU , 2023-07-17 , SHA - 上海 - SHANGHAI , 2023-07-17 , Train ,2023-11-07 09:49:06
TRAVEL-1153800,SHE - 沈阳 - SHENYANG , 2023-07-11 , SHE - 新民 - SHENYANG , 2023-07-11 , Private Car ,2023-11-07 09:49:06
TRAVEL-1153800,SHE - 新民 - SHENYANG , 2023-07-11 , SHE - 沈阳 - SHENYANG , 2023-07-11 , Private Car ,2023-11-07 09:49:06
TRAVEL-1154544,TNA - 济南 - JINAN , 2023-07-17 , CN0132 - 淄博 - ZIBO , 2023-07-17 , Private Car ,2023-11-07 09:49:06
TRAVEL-1154544,CN0132 - 淄博 - ZIBO , 2023-07-21 , TNA - 济南 - JINAN , 2023-07-21 , Private Car ,2023-11-07 09:49:06
TRAVEL-1155309,SHA - 上海 - SHANGHAI , 2023-07-19 , HGH - 杭州 - HANGZHOU , 2023-07-19 , Train ,2023-11-07 09:49:06
TRAVEL-1155309,HGH - 杭州 - HANGZHOU , 2023-07-19 , SHA - 上海 - SHANGHAI , 2023-07-19 , Train ,2023-11-07 09:49:06
TRAVEL-1156658,SHA - 上海 - SHANGHAI , 2023-07-19 , NTG - 南通 - NANTONG , 2023-07-19 , Train ,2023-11-07 09:49:06
TRAVEL-1156658,NTG - 南通 - NANTONG , 2023-07-19 , SHA - 上海 - SHANGHAI , 2023-07-19 , Train ,2023-11-07 09:49:06
TRAVEL-1156660,SHA - 上海 - SHANGHAI , 2023-07-24 , TAO - 青岛 - QINGDAO , 2023-07-24 , Plane ,2023-11-07 09:49:06
TRAVEL-1156660,TAO - 青岛 - QINGDAO , 2023-07-26 , SHA - 上海 - SHANGHAI , 2023-07-26 , Plane ,2023-11-07 09:49:06
TRAVEL-1156668,SZX - 深圳 - SHENZHEN , 2023-07-20 , CN0066 - 漳州 - ZHANGZHOU , 2023-07-20 , Train ,2023-11-07 09:49:06
TRAVEL-1156668,CN0066 - 漳州 - ZHANGZHOU , 2023-07-22 , SZX - 深圳 - SHENZHEN , 2023-07-22 , Train ,2023-11-07 09:49:06
TRAVEL-1156826,SHA - 上海 - SHANGHAI , 2023-07-21 , NKG - 南京 - NANJING , 2023-07-21 , Train ,2023-11-07 09:49:06
TRAVEL-1156826,NKG - 南京 - NANJING , 2023-07-21 , SHA - 上海 - SHANGHAI , 2023-07-21 , Train ,2023-11-07 09:49:06
TRAVEL-1145518,TNA - 济南 - JINAN , 2023-06-19 , SHA - 上海 - SHANGHAI , 2023-06-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1145518,SHA - 上海 - SHANGHAI , 2023-06-21 , TNA - 济南 - JINAN , 2023-06-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1155394,SHA - 上海 - SHANGHAI , 2023-07-17 , PEK - 北京 - BEIJING , 2023-07-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1155394,Beijing , 2023-07-19 , hangzhou , 2023-07-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1155394,hangzhou , 2023-07-19 , shanghai , 2023-07-19 , Train ,2023-11-07 09:49:06
TRAVEL-1156182,SHA - 上海 - SHANGHAI , 2023-07-17 , FKB - 卡尔斯鲁厄 - KARLSRUHE - DE - 德国 - GERMANY , 2023-07-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1156182,FKB - 卡尔斯鲁厄 - KARLSRUHE - DE - 德国 - GERMANY , 2023-07-23 , SHA - 上海 - SHANGHAI , 2023-07-24 , Plane ,2023-11-07 09:49:06
TRAVEL-1151420,SHA - 上海 - SHANGHAI , 2023-07-12 , CKG - 重庆 - CHONGQING , 2023-07-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1151420,CKG - 重庆 - CHONGQING , 2023-07-13 , Shenzhen , 2023-07-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1151420,Shenzhen , 2023-07-13 , guang zhou , 2023-07-13 , Train ,2023-11-07 09:49:06
TRAVEL-1151420,guangzhou , 2023-07-14 , shanghai , 2023-07-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1151420,SHA - 上海 - SHANGHAI , 2023-07-16 , Wu han , 2023-07-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1151420,Wu han , 2023-07-17 , Shanghai , 2023-07-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1151555,CSX - 长沙 - CHANGSHA , 2023-07-05 , WUH - 武汉 - WUHAN , 2023-07-05 , Train ,2023-11-07 09:49:06
TRAVEL-1151555,WUH - 武汉 - WUHAN , 2023-07-05 , CSX - 长沙 - CHANGSHA , 2023-07-05 , Train ,2023-11-07 09:49:06
TRAVEL-1141536,SHA - 上海 - SHANGHAI , 2023-06-18 , JNZ - 锦州 - JINZHOU , 2023-06-18 , Plane ,2023-11-07 09:49:06
TRAVEL-1141536,JNZ - 锦州 - JINZHOU , 2023-06-19 , SHA - 上海 - SHANGHAI , 2023-06-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1142153,SHA - 上海 - SHANGHAI , 2023-06-14 , CN0146 - 麻城 - MACHENG , 2023-06-14 , Train ,2023-11-07 09:49:06
TRAVEL-1142153,HFE - 合肥 - HEFEI , 2023-06-14 , SHA - 上海 - SHANGHAI , 2023-06-14 , Train ,2023-11-07 09:49:06
TRAVEL-1146885,SHA - 上海 - SHANGHAI , 2023-06-28 , KMG - 昆明 - KUNMING , 2023-06-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1146885,KMG - 昆明 - KUNMING , 2023-06-30 , SHA - 上海 - SHANGHAI , 2023-06-30 , Plane ,2023-11-07 09:49:06
TRAVEL-1156251,SHE - 沈阳 - SHENYANG , 2023-07-21 , CN0184 - 盘锦 - PANJIN , 2023-07-21 , Train ,2023-11-07 09:49:06
