TA_key,from_place,from_date,to_place,to_date,transportation_tools,etl_load_time
TRAVEL-1156251,CN0184 - 盘锦 - PANJIN , 2023-07-21 , SHE - 沈阳 - SHENYANG , 2023-07-21 , Train ,2023-11-07 09:49:06
TRAVEL-1141878,SHA - 上海 - SHANGHAI , 2023-09-11 , CTU - 成都 - CHENGDU , 2023-09-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1146225,SHA - 上海 - SHANGHAI , 2023-06-28 , KMG - 昆明 - KUNMING , 2023-06-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1142509,SHA - 上海 - SHANGHAI , 2023-06-13 , CGO - 郑州 - ZHENGZHOU , 2023-06-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1142509,CGO - 郑州 - ZHENGZHOU , 2023-06-16 , SHA - 上海 - SHANGHAI , 2023-06-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1142522,CN0450 - 顺德 - SHUNDE , 2023-06-13 , 广州 , 2023-06-13 , Taxi ,2023-11-07 09:49:06
TRAVEL-1142522,广州 , 2023-06-13 , CGO - 郑州 - ZHENGZHOU , 2023-06-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1142522,CGO - 郑州 - ZHENGZHOU , 2023-06-16 , 广州 , 2023-06-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1142522,广州 , 2023-06-16 , CN0450 - 顺德 - SHUNDE , 2023-06-16 , Taxi ,2023-11-07 09:49:06
TRAVEL-1142042,SHA - 上海 - SHANGHAI , 2023-06-18 , Jinzhou Wan , 2023-06-18 , Plane ,2023-11-07 09:49:06
TRAVEL-1142042,Jinzhou Wan , 2023-06-20 , SHA - 上海 - SHANGHAI , 2023-06-20 , Plane ,2023-11-07 09:49:06
TRAVEL-1142604,SHA - 上海 - SHANGHAI , 2023-06-14 , HFE - 合肥 - HEFEI , 2023-06-14 , Train ,2023-11-07 09:49:06
TRAVEL-1142604,HFE - 合肥 - HEFEI , 2023-06-15 , SHA - 上海 - SHANGHAI , 2023-06-15 , Train ,2023-11-07 09:49:06
TRAVEL-1142715,SHA - 上海 - SHANGHAI , 2023-06-12 , SZX - 深圳 - SHENZHEN , 2023-06-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1142715,SZX - 深圳 - SHENZHEN , 2023-06-13 , Hongkong , 2023-06-13 , Train ,2023-11-07 09:49:06
TRAVEL-1142715,Hongkong , 2023-06-18 , Guangzhou , 2023-06-18 , Train ,2023-11-07 09:49:06
TRAVEL-1142715,guangzhou , 2023-06-21 , SZX - 深圳 - SHENZHEN , 2023-06-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1155464,TEN - 铜仁 - TONGREN , 2023-07-20 , KMG - 昆明 - KUNMING , 2023-07-20 , Train ,2023-11-07 09:49:06
TRAVEL-1155464,KMG - 昆明 - KUNMING , 2023-07-21 , CSX - 长沙 - CHANGSHA , 2023-07-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1140453,SHA - 上海 - SHANGHAI , 2023-06-07 , HAK - 海口 - HAIKOU , 2023-06-09 , Plane ,2023-11-07 09:49:06
TRAVEL-1143360,SHA - 上海 - SHANGHAI , 2023-06-13 , KHN - 南昌 - NANCHANG , 2023-06-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1143360,KHN - 南昌 - NANCHANG , 2023-06-14 , TNA - 济南 - JINAN , 2023-06-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1143360,TNA - 济南 - JINAN , 2023-06-15 , LYI - 临沂 - LINYI , 2023-06-15 , Train ,2023-11-07 09:49:06
TRAVEL-1143360,LYI - 临沂 - LINYI , 2023-06-15 , WEF - 潍坊 - WEIFANG , 2023-06-15 , Train ,2023-11-07 09:49:06
TRAVEL-1143360,WEF - 潍坊 - WEIFANG , 2023-06-17 , SHA - 上海 - SHANGHAI , 2023-06-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1142807,SHA - 上海 - SHANGHAI , 2023-06-13 , NKG - 南京 - NANJING , 2023-06-13 , Train ,2023-11-07 09:49:06
TRAVEL-1142807,NKG - 南京 - NANJING , 2023-06-13 , SHA - 上海 - SHANGHAI , 2023-06-13 , Train ,2023-11-07 09:49:06
TRAVEL-1143921,CSX - 长沙 - CHANGSHA , 2023-06-13 , WUH - 武汉 - WUHAN , 2023-06-13 , Train ,2023-11-07 09:49:06
TRAVEL-1143921,WUH - 武汉 - WUHAN , 2023-06-13 , CSX - 长沙 - CHANGSHA , 2023-06-13 , Train ,2023-11-07 09:49:06
TRAVEL-1140514,SJW - 石家庄 - SHIJIAZHUANG , 2023-06-05 , CN0346 - 保定 - BAODING , 2023-06-05 , Train ,2023-11-07 09:49:06
TRAVEL-1140514,CN0346 - 保定 - BAODING , 2023-06-06 , HDG - 邯郸 - HANDAN , 2023-06-07 , Train ,2023-11-07 09:49:06
TRAVEL-1140514,HDG - 邯郸 - HANDAN , 2023-06-09 , XNT - 邢台 - XINGTAI , 2023-06-09 , Train ,2023-11-07 09:49:06
TRAVEL-1140514,XNT - 邢台 - XINGTAI , 2023-06-09 , SJW - 石家庄 - SHIJIAZHUANG , 2023-06-09 , Train ,2023-11-07 09:49:06
TRAVEL-1151032,SHA - 上海 - SHANGHAI , 2023-07-04 , WUH - 武汉 - WUHAN , 2023-07-04 , Plane ,2023-11-07 09:49:06
TRAVEL-1151032,wuhan , 2023-07-06 , shanghai , 2023-07-06 , Train ,2023-11-07 09:49:06
TRAVEL-1151026,TNA - 济南 - JINAN , 2023-07-04 , TAO - 青岛 - QINGDAO , 2023-07-04 , Train ,2023-11-07 09:49:06
TRAVEL-1151026,青岛 , 2023-07-09 , 济南 , 2023-07-09 , Train ,2023-11-07 09:49:06
TRAVEL-1144031,SHA - 上海 - SHANGHAI , 2023-06-15 , CAN - 广州 - GUANGZHOU , 2023-06-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1144031,CAN - 广州 - GUANGZHOU , 2023-06-16 , CAN - 广州 - GUANGZHOU , 2023-06-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1155492,SHA - 上海 - SHANGHAI , 2023-07-13 , SZV - 苏州 - SUZHOU , 2023-07-13 , Private Car ,2023-11-07 09:49:06
TRAVEL-1155492,SZV - 苏州 - SUZHOU , 2023-07-13 , WUX - 无锡 - WUXI , 2023-07-13 , Private Car ,2023-11-07 09:49:06
TRAVEL-1155492,WUX - 无锡 - WUXI , 2023-07-13 , SHA - 上海 - SHANGHAI , 2023-07-13 , Private Car ,2023-11-07 09:49:06
TRAVEL-1157714,SHA - 上海 - SHANGHAI , 2023-07-24 , SHE - 沈阳 - SHENYANG , 2023-07-24 , Plane ,2023-11-07 09:49:06
TRAVEL-1157714,SHE - 沈阳 - SHENYANG , 2023-07-27 , SHA - 上海 - SHANGHAI , 2023-07-27 , Plane ,2023-11-07 09:49:06
TRAVEL-1151128,CSX - 长沙 - CHANGSHA , 2023-07-10 , SHA - 上海 - SHANGHAI , 2023-07-10 , Plane ,2023-11-07 09:49:06
TRAVEL-1151128,SHA - 上海 - SHANGHAI , 2023-07-12 , CAN - 广州 - GUANGZHOU , 2023-07-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1151128,CAN - 广州 - GUANGZHOU , 2023-07-14 , CSX - 长沙 - CHANGSHA , 2023-07-14 , Train ,2023-11-07 09:49:06
TRAVEL-1154905,CSX - 长沙 - CHANGSHA , 2023-07-17 , TEN - 铜仁 - TONGREN , 2023-07-17 , Train ,2023-11-07 09:49:06
TRAVEL-1154905,KWE - 贵阳 - GUIYANG , 2023-07-21 , CSX - 长沙 - CHANGSHA , 2023-07-21 , Train ,2023-11-07 09:49:06
TRAVEL-1155121,YNT - 烟台 - YANTAI , 2023-07-21 , PEK - 北京 - BEIJING , 2023-07-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1155121,PEK - 北京 - BEIJING , 2023-07-22 , YNT - 烟台 - YANTAI , 2023-07-22 , Plane ,2023-11-07 09:49:06
TRAVEL-1151178,KVN - 昆山 - KUNSHAN , 2023-07-07 , HGH - 杭州 - HANGZHOU , 2023-07-07 , Train ,2023-11-07 09:49:06
TRAVEL-1151178,HGH - 杭州 - HANGZHOU , 2023-07-07 , SHA - 上海 - SHANGHAI , 2023-07-07 , Train ,2023-11-07 09:49:06
TRAVEL-1141036,PEK - 北京 - BEIJING , 2023-06-07 , SHA - 上海 - SHANGHAI , 2023-06-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1141036,SHA - 上海 - SHANGHAI , 2023-06-09 , PEK - 北京 - BEIJING , 2023-06-09 , Plane ,2023-11-07 09:49:06
TRAVEL-1145910,SHA - 上海 - SHANGHAI , 2023-06-28 , WUX - 无锡 - WUXI , 2023-06-28 , Train ,2023-11-07 09:49:06
TRAVEL-1145910,WUX - 无锡 - WUXI , 2023-06-29 , NGB - 宁波 - NINGBO , 2023-06-29 , Train ,2023-11-07 09:49:06
TRAVEL-1145910,NGB - 宁波 - NINGBO , 2023-06-29 , SHA - 上海 - SHANGHAI , 2023-06-29 , Train ,2023-11-07 09:49:06
TRAVEL-1155783,SHA - 上海 - SHANGHAI , 2023-07-25 , XFN - 襄阳（襄樊） - XIANGYANG（XIANGFAN） , 2023-07-25 , Plane ,2023-11-07 09:49:06
TRAVEL-1155783,XFN - 襄阳（襄樊） - XIANGYANG（XIANGFAN） , 2023-07-27 , SHA - 上海 - SHANGHAI , 2023-07-27 , Plane ,2023-11-07 09:49:06
TRAVEL-1156952,SHA - 上海 - SHANGHAI , 2023-07-21 , NKG - 南京 - NANJING , 2023-07-21 , Train ,2023-11-07 09:49:06
TRAVEL-1156952,NKG - 南京 - NANJING , 2023-07-21 , SHA - 上海 - SHANGHAI , 2023-07-21 , Train ,2023-11-07 09:49:06
TRAVEL-1148938,SHE - 沈阳 - SHENYANG , 2023-07-10 , SHA - 上海 - SHANGHAI , 2023-07-10 , Plane ,2023-11-07 09:49:06
TRAVEL-1148938,SHA - 上海 - SHANGHAI , 2023-07-13 , NKG - 南京 - NANJING , 2023-07-13 , Train ,2023-11-07 09:49:06
TRAVEL-1148938,NKG - 南京 - NANJING , 2023-07-14 , SHE - 沈阳 - SHENYANG , 2023-07-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1155896,SHA - 上海 - SHANGHAI , 2023-07-20 , LZH - 柳州 - LIUZHOU , 2023-07-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1155898,SHA - 上海 - SHANGHAI , 2023-07-18 , CSX - 长沙 - CHANGSHA , 2023-07-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1156146,SHA - 上海 - SHANGHAI , 2023-07-18 , PEK - 北京 - BEIJING , 2023-07-18 , Plane ,2023-11-07 09:49:06
TRAVEL-1156146,PEK - 北京 - BEIJING , 2023-07-19 , SHA - 上海 - SHANGHAI , 2023-07-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1153118,SHA - 上海 - SHANGHAI , 2023-07-13 , CN0345 - 常熟 - CHANGSHU , 2023-07-13 , Train ,2023-11-07 09:49:06
TRAVEL-1153118,CN0345 - 常熟 - CHANGSHU , 2023-07-13 , SHA - 上海 - SHANGHAI , 2023-07-13 , Train ,2023-11-07 09:49:06
TRAVEL-1155009,SHA - 上海 - SHANGHAI , 2023-07-17 , TEN - 铜仁 - TONGREN , 2023-07-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1155009,TEN - 铜仁 - TONGREN , 2023-07-20 , SHA - 上海 - SHANGHAI , 2023-07-20 , Plane ,2023-11-07 09:49:06
TRAVEL-1150001,CN0387 - 湖州 - HUZHOU , 2023-07-04 , HGH - 杭州 - HANGZHOU , 2023-07-04 , Train ,2023-11-07 09:49:06
TRAVEL-1150001,HGH - 杭州 - HANGZHOU , 2023-07-04 , TAO - 青岛 - QINGDAO , 2023-07-04 , Plane ,2023-11-07 09:49:06
TRAVEL-1150001,TAO - 青岛 - QINGDAO , 2023-07-10 , SHA - 上海 - SHANGHAI , 2023-07-10 , Plane ,2023-11-07 09:49:06
TRAVEL-1150001,SHA - 上海 - SHANGHAI , 2023-07-13 , HGH - 杭州 - HANGZHOU , 2023-07-13 , Train ,2023-11-07 09:49:06
TRAVEL-1150001,HGH - 杭州 - HANGZHOU , 2023-07-15 , CN0387 - 湖州 - HUZHOU , 2023-07-15 , Train ,2023-11-07 09:49:06
TRAVEL-1156487,CGO - 郑州 - ZHENGZHOU , 2023-07-18 , CN0369 - 焦作 - JIAOZUO , 2023-07-18 , Private Car ,2023-11-07 09:49:06
TRAVEL-1156487,LYA - 洛阳 - LUOYANG , 2023-07-21 , CGO - 郑州 - ZHENGZHOU , 2023-07-21 , Private Car ,2023-11-07 09:49:06
TRAVEL-1149159,SHA - 上海 - SHANGHAI , 2023-07-05 , CKG - 重庆 - CHONGQING , 2023-07-05 , Plane ,2023-11-07 09:49:06
TRAVEL-1149159,CKG - 重庆 - CHONGQING , 2023-07-06 , SHA - 上海 - SHANGHAI , 2023-07-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1149173,SJW - 石家庄 - SHIJIAZHUANG , 2023-07-03 , PEK - 北京 - BEIJING , 2023-07-03 , Train ,2023-11-07 09:49:06
TRAVEL-1149173,PEK - 北京 - BEIJING , 2023-07-05 , SJW - 石家庄 - SHIJIAZHUANG , 2023-07-05 , Train ,2023-11-07 09:49:06
TRAVEL-1155092,SHA - 上海 - SHANGHAI , 2023-07-18 , SHE - 沈阳 - SHENYANG , 2023-07-18 , Plane ,2023-11-07 09:49:06
TRAVEL-1155092,SHE - 沈阳 - SHENYANG , 2023-07-21 , SHA - 上海 - SHANGHAI , 2023-07-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1157533,SHA - 上海 - SHANGHAI , 2023-07-21 , NKG - 南京 - NANJING , 2023-07-21 , Train ,2023-11-07 09:49:06
TRAVEL-1149585,SHA - 上海 - SHANGHAI , 2023-10-22 , FKB - 卡尔斯鲁厄 - KARLSRUHE - DE - 德国 - GERMANY , 2023-10-22 , Plane ,2023-11-07 09:49:06
TRAVEL-1149585,FKB - 卡尔斯鲁厄 - KARLSRUHE - DE - 德国 - GERMANY , 2023-10-28 , SHA - 上海 - SHANGHAI , 2023-10-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1143892,CN0020 - 太仓 - TAICANG , 2023-06-12 , SHA - 上海 - SHANGHAI , 2023-06-12 , Private Car ,2023-11-07 09:49:06
TRAVEL-1143892,SHA - 上海 - SHANGHAI , 2023-06-12 , CN0020 - 太仓 - TAICANG , 2023-06-12 , Private Car ,2023-11-07 09:49:06
TRAVEL-1141952,TNA - 济南 - JINAN , 2023-06-10 , PEK - 北京 - BEIJING , 2023-06-10 , Train ,2023-11-07 09:49:06
TRAVEL-1141952,PEK - 北京 - BEIJING , 2023-06-11 , PEK - 北京 - BEIJING , 2023-06-11 , Train ,2023-11-07 09:49:06
TRAVEL-1142048,SHA - 上海 - SHANGHAI , 2023-06-15 , KVN - 昆山 - KUNSHAN , 2023-06-15 , Private Car ,2023-11-07 09:49:06
TRAVEL-1142048,KVN - 昆山 - KUNSHAN , 2023-06-15 , SHA - 上海 - SHANGHAI , 2023-06-15 , Train ,2023-11-07 09:49:06
TRAVEL-1154569,SHA - 上海 - SHANGHAI , 2023-07-24 , CSX - 长沙 - CHANGSHA , 2023-07-24 , Plane ,2023-11-07 09:49:06
TRAVEL-1154569,CSX - 长沙 - CHANGSHA , 2023-07-27 , JHG - 西双版纳 - XISHUANGBANNA , 2023-07-27 , Plane ,2023-11-07 09:49:06
TRAVEL-1142544,CGO - 郑州 - ZHENGZHOU , 2023-06-13 , SHA - 上海 - SHANGHAI , 2023-06-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1142544,SHA - 上海 - SHANGHAI , 2023-06-16 , CGO - 郑州 - ZHENGZHOU , 2023-06-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1142618,CAN - 广州 - GUANGZHOU , 2023-06-13 , SHA - 上海 - SHANGHAI , 2023-06-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1142618,SHA - 上海 - SHANGHAI , 2023-06-16 , CAN - 广州 - GUANGZHOU , 2023-06-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1157910,SHA - 上海 - SHANGHAI , 2023-08-07 , CSX - 长沙 - CHANGSHA , 2023-08-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1157910,CSX - 长沙 - CHANGSHA , 2023-08-08 , SHA - 上海 - SHANGHAI , 2023-08-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1154736,SHA - 上海 - SHANGHAI , 2023-07-19 , CAN - 广州 - GUANGZHOU , 2023-07-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1154736,广州 , 2023-07-22 , 上海 , 2023-07-22 , Plane ,2023-11-07 09:49:06
TRAVEL-1142625,CAN - 广州 - GUANGZHOU , 2023-06-13 , SHA - 上海 - SHANGHAI , 2023-06-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1142625,SHA - 上海 - SHANGHAI , 2023-06-16 , CAN - 广州 - GUANGZHOU , 2023-06-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1155168,SHA - 上海 - SHANGHAI , 2023-07-19 , HGH - 杭州 - HANGZHOU , 2023-07-19 , Train ,2023-11-07 09:49:06
TRAVEL-1155168,HGH - 杭州 - HANGZHOU , 2023-07-19 , SHA - 上海 - SHANGHAI , 2023-07-19 , Train ,2023-11-07 09:49:06
TRAVEL-1144750,SHA - 上海 - SHANGHAI , 2023-06-18 , XUZ - 徐州 - XUZHOU , 2023-06-18 , Train ,2023-11-07 09:49:06
TRAVEL-1144750,XUZ - 徐州 - XUZHOU , 2023-06-19 , JNG - 济宁 - JINING , 2023-06-19 , Train ,2023-11-07 09:49:06
TRAVEL-1144750,JNG - 济宁 - JINING , 2023-06-19 , LYI - 临沂 - LINYI , 2023-06-19 , Train ,2023-11-07 09:49:06
TRAVEL-1144750,LYI - 临沂 - LINYI , 2023-06-20 , SHA - 上海 - SHANGHAI , 2023-06-20 , Train ,2023-11-07 09:49:06
TRAVEL-1144782,SHA - 上海 - SHANGHAI , 2023-06-28 , KMG - 昆明 - KUNMING , 2023-06-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1144782,KMG - 昆明 - KUNMING , 2023-06-30 , SHA - 上海 - SHANGHAI , 2023-06-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1152550,CAN - 广州 - GUANGZHOU , 2023-07-09 , WUX - 无锡 - WUXI , 2023-07-09 , Plane ,2023-11-07 09:49:06
TRAVEL-1152550,WUX - 无锡 - WUXI , 2023-07-12 , SHA - 上海 - SHANGHAI , 2023-07-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1152550,SHA - 上海 - SHANGHAI , 2023-07-13 , KHN - 南昌 - NANCHANG , 2023-07-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1152550,KHN - 南昌 - NANCHANG , 2023-07-14 , YIC - 宜春 - YICHUN , 2023-07-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1152550,YIC - 宜春 - YICHUN , 2023-07-14 , CAN - 广州 - GUANGZHOU , 2023-07-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1152558,CAN - 广州 - GUANGZHOU , 2023-07-16 , SHA - 上海 - SHANGHAI , 2023-07-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1152558,SHA - 上海 - SHANGHAI , 2023-07-21 , CAN - 广州 - GUANGZHOU , 2023-07-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1152552,SHA - 上海 - SHANGHAI , 2023-07-15 , PEK - 北京 - BEIJING , 2023-07-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1148022,SHA - 上海 - SHANGHAI , 2023-06-28 , CGO - 郑州 - ZHENGZHOU , 2023-06-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1148022,CGO - 郑州 - ZHENGZHOU , 2023-07-02 , PEK - 北京 - BEIJING , 2023-07-02 , Train ,2023-11-07 09:49:06
TRAVEL-1148022,PEK - 北京 - BEIJING , 2023-07-05 , SJW - 石家庄 - SHIJIAZHUANG , 2023-07-05 , Train ,2023-11-07 09:49:06
TRAVEL-1148022,SJW - 石家庄 - SHIJIAZHUANG , 2023-07-07 , SHA - 上海 - SHANGHAI , 2023-07-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1152602,SHA - 上海 - SHANGHAI , 2023-07-13 , PEK - 北京 - BEIJING , 2023-07-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1152602,PEK - 北京 - BEIJING , 2023-07-14 , SHA - 上海 - SHANGHAI , 2023-07-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1154856,SHA - 上海 - SHANGHAI , 2023-07-17 , WUH - 武汉 - WUHAN , 2023-07-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1154856,WUH - 武汉 - WUHAN , 2023-07-17 , SHA - 上海 - SHANGHAI , 2023-07-17 , Train ,2023-11-07 09:49:06
TRAVEL-1148281,SHE - 沈阳 - SHENYANG , 2023-06-28 , DLC - 大连 - DALIAN , 2023-06-28 , Train ,2023-11-07 09:49:06
TRAVEL-1148281,DLC - 大连 - DALIAN , 2023-06-30 , SHE - 沈阳 - SHENYANG , 2023-06-30 , Train ,2023-11-07 09:49:06
TRAVEL-1149178,SHA - 上海 - SHANGHAI , 2023-07-11 , YNZ - 盐城 - YANCHENG , 2023-07-11 , Train ,2023-11-07 09:49:06
TRAVEL-1150082,SHA - 上海 - SHANGHAI , 2023-07-03 , SJW - 石家庄 - SHIJIAZHUANG , 2023-07-03 , Plane ,2023-11-07 09:49:06
TRAVEL-1150082,石家庄 , 2023-07-04 , 太原 , 2023-07-04 , Train ,2023-11-07 09:49:06
TRAVEL-1150082,太原 , 2023-07-05 , 西安 , 2023-07-05 , Train ,2023-11-07 09:49:06
TRAVEL-1150082,西安 , 2023-07-07 , 上海 , 2023-07-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1144710,SHA - 上海 - SHANGHAI , 2023-06-13 , NKG - 南京 - NANJING , 2023-06-13 , Train ,2023-11-07 09:49:06
TRAVEL-1144710,NKG - 南京 - NANJING , 2023-06-13 , SHA - 上海 - SHANGHAI , 2023-06-13 , Train ,2023-11-07 09:49:06
TRAVEL-1149214,SHA - 上海 - SHANGHAI , 2023-07-05 , CKG - 重庆 - CHONGQING , 2023-07-05 , Plane ,2023-11-07 09:49:06
TRAVEL-1149214,CKG - 重庆 - CHONGQING , 2023-07-07 , SHA - 上海 - SHANGHAI , 2023-07-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1144899,SHA - 上海 - SHANGHAI , 2023-06-19 , PEK - 北京 - BEIJING , 2023-06-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1144899,PEK - 北京 - BEIJING , 2023-06-21 , Shanghai , 2023-06-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1155013,TNA - 济南 - JINAN , 2023-07-19 , SIA - 西安 - XIAN , 2023-07-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1155013,SIA - 西安 - XIAN , 2023-07-21 , CKG - 重庆 - CHONGQING , 2023-07-21 , Train ,2023-11-07 09:49:06
TRAVEL-1145929,SHA - 上海 - SHANGHAI , 2023-06-27 , SZX - 深圳 - SHENZHEN , 2023-06-27 , Plane ,2023-11-07 09:49:06
TRAVEL-1145929,SZX - 深圳 - SHENZHEN , 2023-06-28 , PEK - 北京 - BEIJING , 2023-06-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1141851,CKG - 重庆 - CHONGQING , 2023-06-19 , HRB - 哈尔滨 - HAERBIN , 2023-06-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1141851,HRB - 哈尔滨 - HAERBIN , 2023-06-21 , CKG - 重庆 - CHONGQING , 2023-06-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1141853,CKG - 重庆 - CHONGQING , 2023-07-04 , NKG - 南京 - NANJING , 2023-07-04 , Plane ,2023-11-07 09:49:06
TRAVEL-1141853,NKG - 南京 - NANJING , 2023-07-07 , CKG - 重庆 - CHONGQING , 2023-07-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1141874,CAN - 广州 - GUANGZHOU , 2023-06-09 , SZX - 深圳 - SHENZHEN , 2023-06-09 , Train ,2023-11-07 09:49:06
TRAVEL-1141874,SZX - 深圳 - SHENZHEN , 2023-06-09 , CAN - 广州 - GUANGZHOU , 2023-06-09 , Train ,2023-11-07 09:49:06
TRAVEL-1146025,SHA - 上海 - SHANGHAI , 2023-06-28 , KMG - 昆明 - KUNMING , 2023-06-30 , Plane ,2023-11-07 09:49:06
TRAVEL-1146025,KMG - 昆明 - KUNMING , 2023-06-30 , SHA - 上海 - SHANGHAI , 2023-06-30 , Plane ,2023-11-07 09:49:06
TRAVEL-1156580,SHA - 上海 - SHANGHAI , 2023-07-27 , WUH - 武汉 - WUHAN , 2023-07-27 , Train ,2023-11-07 09:49:06
TRAVEL-1156580,WUH - 武汉 - WUHAN , 2023-07-29 , SHA - 上海 - SHANGHAI , 2023-07-29 , Train ,2023-11-07 09:49:06
TRAVEL-1157703,SHA - 上海 - SHANGHAI , 2023-07-31 , YNT - 烟台 - YANTAI , 2023-07-31 , Train ,2023-11-07 09:49:06
TRAVEL-1157703,Yantai , 2023-08-04 , Shanghai , 2023-08-04 , Train ,2023-11-07 09:49:06
TRAVEL-1144557,CTU - 成都 - CHENGDU , 2023-06-27 , KMG - 昆明 - KUNMING , 2023-06-27 , Plane ,2023-11-07 09:49:06
TRAVEL-1144557,KMG - 昆明 - KUNMING , 2023-06-30 , CTU - 成都 - CHENGDU , 2023-06-30 , Plane ,2023-11-07 09:49:06
TRAVEL-1150753,SHA - 上海 - SHANGHAI , 2023-07-05 , CKG - 重庆 - CHONGQING , 2023-07-05 , Plane ,2023-11-07 09:49:06
TRAVEL-1150753,重庆 , 2023-07-07 , 上海 , 2023-07-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1152978,CKG - 重庆 - CHONGQING , 2023-08-01 , CAN - 广州 - GUANGZHOU , 2023-08-01 , Plane ,2023-11-07 09:49:06
TRAVEL-1152978,CAN - 广州 - GUANGZHOU , 2023-08-03 , SHA - 上海 - SHANGHAI , 2023-08-03 , Plane ,2023-11-07 09:49:06
TRAVEL-1152978,SHA - 上海 - SHANGHAI , 2023-08-06 , CKG - 重庆 - CHONGQING , 2023-08-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1146369,SHA - 上海 - SHANGHAI , 2023-09-11 , CTU - 成都 - CHENGDU , 2023-09-04 , Plane ,2023-11-07 09:49:06
TRAVEL-1146369,CTU - 成都 - CHENGDU , 2023-09-15 , SHA - 上海 - SHANGHAI , 2023-09-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1142055,SHA - 上海 - SHANGHAI , 2023-06-17 , DNH - 敦煌 - DUNHUANG , 2023-06-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1142055,DNH - 敦煌 - DUNHUANG , 2023-06-20 , SHA - 上海 - SHANGHAI , 2023-06-20 , Plane ,2023-11-07 09:49:06
TRAVEL-1149331,CTU - 成都 - CHENGDU , 2023-07-03 , CKG - 重庆 - CHONGQING , 2023-07-03 , Train ,2023-11-07 09:49:06
TRAVEL-1149331,CKG - 重庆 - CHONGQING , 2023-07-07 , CTU - 成都 - CHENGDU , 2023-07-07 , Train ,2023-11-07 09:49:06
TRAVEL-1152979,NKG - 南京 - NANJING , 2022-08-18 , TAO - 青岛 - QINGDAO , 2022-08-18 , Train ,2023-11-07 09:49:06
TRAVEL-1152979,qingdao , 2022-08-20 , TAO - 青岛 - QINGDAO , 2022-08-20 , Train ,2023-11-07 09:49:06
