a,,,,,,,,(No column name),corder_type
2001173963000940 ,2001173963000940 ,,,,,,,,
2001173963000950 ,2001173963000950 ,,,,,,,,
2001173963000960 ,2001173963000960 ,,,,,,,,
2001173963000970 ,2001173963000970 ,,,,,,,,
2001173963000980 ,2001173963000980 ,,,,,,,,
2001173963000990 ,2001173963000990 ,,,,,,,,
2001173963001000 ,2001173963001000 ,,,,,,,,
2001173963001010 ,2001173963001010 ,,,,,,,,
2001173963001020 ,2001173963001020 ,,,,,,,,
2001173963001030 ,2001173963001030 ,,,,,,,,
2001173963001040 ,2001173963001040 ,,,,,,,,
2001173963001050 ,2001173963001050 ,,,,,,,,
2001173964000010 ,#N/A,,,,,,,,
2001173965000010 ,#N/A,,,,,,,,
2001173965000020 ,#N/A,,,,,,,,
2001173965000030 ,#N/A,,,,,,,,
2001173965000040 ,#N/A,,,,,,,,
2001173965000050 ,#N/A,,,,,,,,
2001173965000060 ,#N/A,,,,,,,,
2001173965000070 ,#N/A,,,,,,,,
2001173965000080 ,#N/A,,,,,,,,
2001173965000090 ,#N/A,,,,,,,,
2001173965000100 ,#N/A,,,,,,,,
2001173965000110 ,#N/A,,,,,,,,
2001173965000120 ,#N/A,,,,,,,,
2001173965000130 ,#N/A,,,,,,,,
2001173965000140 ,#N/A,,,,,,,,
2001173965000150 ,#N/A,,,,,,,,
2001173965000160 ,#N/A,,,,,,,,
2001173965000170 ,#N/A,,,,,,,,
2001173965000180 ,#N/A,,,,,,,,
2001173965000190 ,#N/A,,,,,,,,
2001173965000200 ,#N/A,,,,,,,,
2001173965000210 ,#N/A,,,,,,,,
2001173965000220 ,#N/A,,,,,,,,
2001173965000230 ,#N/A,,,,,,,,
2001173965000240 ,#N/A,,,,,,,,
2001173965000250 ,#N/A,,,,,,,,
2001173965000260 ,#N/A,,,,,,,,
2001173965000270 ,#N/A,,,,,,,,
2001173965000280 ,#N/A,,,,,,,,
2001173965000290 ,#N/A,,,,,,,,
2001173965000300 ,#N/A,,,,,,,,
2001173965000310 ,#N/A,,,,,,,,
2001173965000320 ,#N/A,,,,,,,,
2001173965000330 ,#N/A,,,,,,,,
2001173965000340 ,#N/A,,,,,,,,
2001173965000350 ,#N/A,,,,,,,,
2001173965000360 ,#N/A,,,,,,,,
2001173965000370 ,#N/A,,,,,,,,
2001173965000380 ,#N/A,,,,,,,,
2001173965000390 ,#N/A,,,,,,,,
2001173965000400 ,#N/A,,,,,,,,
2001173965000410 ,#N/A,,,,,,,,
2001173965000420 ,#N/A,,,,,,,,
2001173965000430 ,#N/A,,,,,,,,
2001173965000440 ,#N/A,,,,,,,,
2001173965000450 ,#N/A,,,,,,,,
2001173965000460 ,#N/A,,,,,,,,
2001173965000470 ,#N/A,,,,,,,,
2001173967000010 ,#N/A,,,,,,,,
2001173967000020 ,#N/A,,,,,,,,
2001173967000030 ,#N/A,,,,,,,,
2001173967000040 ,#N/A,,,,,,,,
2001173967000050 ,#N/A,,,,,,,,
2001173967000060 ,2001173967000060 ,,,,,,,,
2001173967000070 ,#N/A,,,,,,,,
2001173967000080 ,#N/A,,,,,,,,
2001173967000090 ,#N/A,,,,,,,,
2001173967000100 ,#N/A,,,,,,,,
2001173967000110 ,2001173967000110 ,,,,,,,,
2001173967000120 ,#N/A,,,,,,,,
2001173967000130 ,#N/A,,,,,,,,
2001173967000140 ,#N/A,,,,,,,,
2001173968000010 ,#N/A,,,,,,,,
2001173968000020 ,#N/A,,,,,,,,
2001173968000030 ,#N/A,,,,,,,,
2001173968000040 ,#N/A,,,,,,,,
2001173968000050 ,2001173968000050 ,,,,,,,,
2001173968000060 ,#N/A,,,,,,,,
2001173968000070 ,#N/A,,,,,,,,
2001173968000080 ,2001173968000080 ,,,,,,,,
2001173968000090 ,#N/A,,,,,,,,
2001173968000100 ,2001173968000100 ,,,,,,,,
2001173968000110 ,#N/A,,,,,,,,
2001173968000120 ,#N/A,,,,,,,,
2001173968000130 ,#N/A,,,,,,,,
2001173968000140 ,#N/A,,,,,,,,
2001173968000150 ,#N/A,,,,,,,,
2001173968000160 ,2001173968000160 ,,,,,,,,
2001173968000170 ,#N/A,,,,,,,,
2001173968000180 ,#N/A,,,,,,,,
2001173968000190 ,#N/A,,,,,,,,
2001173968000200 ,2001173968000200 ,,,,,,,,
2001173968000210 ,#N/A,,,,,,,,
2001173968000220 ,#N/A,,,,,,,,
2001173968000230 ,#N/A,,,,,,,,
2001173968000240 ,#N/A,,,,,,,,
2001173968000250 ,#N/A,,,,,,,,
2001173968000260 ,#N/A,,,,,,,,
2001173968000270 ,2001173968000270 ,,,,,,,,
2001173968000280 ,2001173968000280 ,,,,,,,,
2001173968000290 ,#N/A,,,,,,,,
2001173968000300 ,2001173968000300 ,,,,,,,,
2001173968000310 ,#N/A,,,,,,,,
2001173968000320 ,#N/A,,,,,,,,
2001173968000330 ,#N/A,,,,,,,,
2001173968000340 ,#N/A,,,,,,,,
2001173968000350 ,#N/A,,,,,,,,
2001173969000010 ,#N/A,,,,,,,,
2001173969000020 ,#N/A,,,,,,,,
2001173969000030 ,#N/A,,,,,,,,
2001173969000040 ,#N/A,,,,,,,,
2001173970000010 ,#N/A,,,,,,,,
2001173971000010 ,#N/A,,,,,,,,
2001173972000010 ,2001173972000010 ,,,,,,,,
2001173973000010 ,#N/A,,,,,,,,
2001173974000010 ,2001173974000010 ,,,,,,,,
2001173975000010 ,#N/A,,,,,,,,
2001173975000020 ,#N/A,,,,,,,,
2001173975000030 ,#N/A,,,,,,,,
2001173975000040 ,#N/A,,,,,,,,
2001173975000050 ,#N/A,,,,,,,,
2001173975000060 ,#N/A,,,,,,,,
2001173975000070 ,#N/A,,,,,,,,
2001173975000080 ,#N/A,,,,,,,,
2001173975000090 ,#N/A,,,,,,,,
2001173976000010 ,2001173976000010 ,,,,,,,,
2001173976000020 ,2001173976000020 ,,,,,,,,
2001173976000030 ,2001173976000030 ,,,,,,,,
2001173977000010 ,2001173977000010 ,,,,,,,,
2001173977000020 ,2001173977000020 ,,,,,,,,
2001173977000030 ,2001173977000030 ,,,,,,,,
2001173977000040 ,2001173977000040 ,,,,,,,,
2001173978000010 ,#N/A,,,,,,,,
2001173978000020 ,#N/A,,,,,,,,
2001173978000030 ,#N/A,,,,,,,,
2001173978000040 ,#N/A,,,,,,,,
2001173978000050 ,#N/A,,,,,,,,
2001173978000060 ,#N/A,,,,,,,,
2001173978000070 ,#N/A,,,,,,,,
2001173978000080 ,#N/A,,,,,,,,
2001173978000090 ,#N/A,,,,,,,,
2001173978000100 ,#N/A,,,,,,,,
2001173978000110 ,#N/A,,,,,,,,
2001173978000120 ,#N/A,,,,,,,,
2001173978000130 ,#N/A,,,,,,,,
2001173978000140 ,#N/A,,,,,,,,
2001173978000150 ,#N/A,,,,,,,,
2001173978000160 ,#N/A,,,,,,,,
2001173978000170 ,#N/A,,,,,,,,
2001173978000180 ,#N/A,,,,,,,,
2001173978000190 ,#N/A,,,,,,,,
2001173978000200 ,#N/A,,,,,,,,
2001173978000210 ,#N/A,,,,,,,,
2001173979000010 ,2001173979000010 ,,,,,,,,
2001173979000020 ,2001173979000020 ,,,,,,,,
2001173980000010 ,2001173980000010 ,,,,,,,,
2001173980000020 ,2001173980000020 ,,,,,,,,
2001173980000030 ,2001173980000030 ,,,,,,,,
2001173980000040 ,#N/A,,,,,,,,
2001173980000050 ,2001173980000050 ,,,,,,,,
2001173980000060 ,2001173980000060 ,,,,,,,,
2001173981000010 ,2001173981000010 ,,,,,,,,
2001173981000020 ,2001173981000020 ,,,,,,,,
2001173981000030 ,2001173981000030 ,,,,,,,,
2001173982000010 ,2001173982000010 ,,,,,,,,
2001173982000020 ,2001173982000020 ,,,,,,,,
2001173982000030 ,2001173982000030 ,,,,,,,,
2001173982000040 ,2001173982000040 ,,,,,,,,
2001173982000050 ,2001173982000050 ,,,,,,,,
2001173983000010 ,#N/A,,,,,,,,
2001173983000020 ,#N/A,,,,,,,,
2001173983000030 ,#N/A,,,,,,,,
2001173983000040 ,#N/A,,,,,,,,
2001173983000050 ,#N/A,,,,,,,,
2001173983000060 ,#N/A,,,,,,,,
2001173983000070 ,#N/A,,,,,,,,
2001173983000080 ,#N/A,,,,,,,,
2001173983000090 ,#N/A,,,,,,,,
2001173983000100 ,#N/A,,,,,,,,
2001173983000110 ,#N/A,,,,,,,,
2001173983000120 ,#N/A,,,,,,,,
2001173983000130 ,#N/A,,,,,,,,
2001173983000140 ,#N/A,,,,,,,,
2001173983000150 ,#N/A,,,,,,,,
2001173983000160 ,#N/A,,,,,,,,
2001173983000170 ,#N/A,,,,,,,,
2001173983000180 ,#N/A,,,,,,,,
2001173983000190 ,#N/A,,,,,,,,
2001173983000200 ,#N/A,,,,,,,,
2001173983000210 ,#N/A,,,,,,,,
2001173983000220 ,#N/A,,,,,,,,
2001173983000230 ,#N/A,,,,,,,,
2001173983000240 ,#N/A,,,,,,,,
2001173983000250 ,#N/A,,,,,,,,
2001173983000260 ,#N/A,,,,,,,,
2001173983000270 ,#N/A,,,,,,,,
2001173983000280 ,#N/A,,,,,,,,
2001173983000290 ,#N/A,,,,,,,,
2001173983000300 ,#N/A,,,,,,,,
2001173983000310 ,#N/A,,,,,,,,
2001173983000320 ,#N/A,,,,,,,,
2001173983000330 ,#N/A,,,,,,,,
2001173983000340 ,#N/A,,,,,,,,
2001173983000350 ,#N/A,,,,,,,,
2001173983000360 ,#N/A,,,,,,,,
2001173983000370 ,#N/A,,,,,,,,
2001173983000380 ,#N/A,,,,,,,,
2001173983000390 ,#N/A,,,,,,,,
2001173983000400 ,#N/A,,,,,,,,
2001173983000410 ,#N/A,,,,,,,,
2001173983000420 ,#N/A,,,,,,,,
2001173983000430 ,#N/A,,,,,,,,
2001173983000440 ,#N/A,,,,,,,,
2001173983000450 ,#N/A,,,,,,,,
2001173983000460 ,#N/A,,,,,,,,
2001173983000470 ,#N/A,,,,,,,,
2001173983000480 ,#N/A,,,,,,,,
2001173984000010 ,#N/A,,,,,,,,
2001173984000020 ,#N/A,,,,,,,,
2001173984000030 ,#N/A,,,,,,,,
2001173984000040 ,#N/A,,,,,,,,
2001173984000050 ,#N/A,,,,,,,,
2001173984000060 ,#N/A,,,,,,,,
2001173984000070 ,#N/A,,,,,,,,
2001173984000080 ,#N/A,,,,,,,,
2001173984000090 ,#N/A,,,,,,,,
2001173984000100 ,#N/A,,,,,,,,
2001173984000110 ,#N/A,,,,,,,,
2001173984000120 ,#N/A,,,,,,,,
2001173984000130 ,#N/A,,,,,,,,
2001173984000140 ,#N/A,,,,,,,,
2001173984000150 ,#N/A,,,,,,,,
2001173984000160 ,#N/A,,,,,,,,
2001173984000170 ,#N/A,,,,,,,,
2001173984000180 ,#N/A,,,,,,,,
2001173984000190 ,#N/A,,,,,,,,
2001173984000200 ,#N/A,,,,,,,,
2001173984000210 ,#N/A,,,,,,,,
2001173984000220 ,#N/A,,,,,,,,
2001173985000010 ,#N/A,,,,,,,,
2001173985000020 ,#N/A,,,,,,,,
2001173985000030 ,#N/A,,,,,,,,
2001173985000040 ,#N/A,,,,,,,,
2001173985000050 ,#N/A,,,,,,,,
2001173985000060 ,#N/A,,,,,,,,
2001173985000070 ,#N/A,,,,,,,,
2001173985000080 ,#N/A,,,,,,,,
2001173985000090 ,#N/A,,,,,,,,
2001173985000100 ,#N/A,,,,,,,,
2001173985000110 ,#N/A,,,,,,,,
2001173985000120 ,#N/A,,,,,,,,
2001173985000130 ,#N/A,,,,,,,,
2001173985000140 ,#N/A,,,,,,,,
2001173985000150 ,#N/A,,,,,,,,
2001173985000160 ,#N/A,,,,,,,,
2001173985000170 ,#N/A,,,,,,,,
2001173985000180 ,#N/A,,,,,,,,
2001173985000190 ,#N/A,,,,,,,,
2001173985000200 ,#N/A,,,,,,,,
2001173985000210 ,#N/A,,,,,,,,
2001173985000220 ,#N/A,,,,,,,,
2001173985000230 ,#N/A,,,,,,,,
2001173985000240 ,#N/A,,,,,,,,
2001173985000250 ,#N/A,,,,,,,,
2001173985000260 ,#N/A,,,,,,,,
2001173985000270 ,#N/A,,,,,,,,
2001173985000280 ,#N/A,,,,,,,,
2001173985000290 ,#N/A,,,,,,,,
2001173985000300 ,#N/A,,,,,,,,
2001173985000310 ,#N/A,,,,,,,,
2001173985000320 ,#N/A,,,,,,,,
2001173985000330 ,#N/A,,,,,,,,
2001173985000340 ,#N/A,,,,,,,,
2001173985000350 ,#N/A,,,,,,,,
2001173985000360 ,#N/A,,,,,,,,
2001173985000370 ,#N/A,,,,,,,,
2001173985000380 ,#N/A,,,,,,,,
2001173985000390 ,#N/A,,,,,,,,
2001173985000400 ,#N/A,,,,,,,,
2001173985000410 ,#N/A,,,,,,,,
2001173985000420 ,#N/A,,,,,,,,
2001173985000430 ,#N/A,,,,,,,,
2001173985000440 ,#N/A,,,,,,,,
2001173985000450 ,#N/A,,,,,,,,
2001173985000460 ,#N/A,,,,,,,,
2001173985000470 ,#N/A,,,,,,,,
2001173985000480 ,#N/A,,,,,,,,
2001173985000490 ,#N/A,,,,,,,,
2001173985000500 ,#N/A,,,,,,,,
2001173985000510 ,#N/A,,,,,,,,
2001173985000520 ,#N/A,,,,,,,,
2001173985000530 ,#N/A,,,,,,,,
2001173985000540 ,#N/A,,,,,,,,
2001173985000550 ,#N/A,,,,,,,,
2001173985000560 ,#N/A,,,,,,,,
2001173985000570 ,#N/A,,,,,,,,
2001173985000580 ,#N/A,,,,,,,,
2001173985000590 ,#N/A,,,,,,,,
2001173985000600 ,#N/A,,,,,,,,
2001173985000610 ,#N/A,,,,,,,,
2001173985000620 ,#N/A,,,,,,,,
2001173985000630 ,#N/A,,,,,,,,
2001173985000640 ,#N/A,,,,,,,,
2001173985000650 ,#N/A,,,,,,,,
2001173985000660 ,#N/A,,,,,,,,
2001173985000670 ,#N/A,,,,,,,,
2001173985000680 ,#N/A,,,,,,,,
2001173985000690 ,#N/A,,,,,,,,
2001173985000700 ,#N/A,,,,,,,,
2001173985000710 ,#N/A,,,,,,,,
2001173985000720 ,#N/A,,,,,,,,
2001173985000730 ,#N/A,,,,,,,,
2001173985000740 ,#N/A,,,,,,,,
2001173985000750 ,#N/A,,,,,,,,
2001173985000760 ,#N/A,,,,,,,,
2001173985000770 ,#N/A,,,,,,,,
2001173985000780 ,#N/A,,,,,,,,
2001173985000790 ,#N/A,,,,,,,,
2001173985000800 ,#N/A,,,,,,,,
2001173985000810 ,#N/A,,,,,,,,
2001173985000820 ,#N/A,,,,,,,,
2001173985000830 ,#N/A,,,,,,,,
2001173985000840 ,#N/A,,,,,,,,
2001173985000850 ,#N/A,,,,,,,,
2001173985000860 ,#N/A,,,,,,,,
2001173985000870 ,#N/A,,,,,,,,
2001173985000880 ,#N/A,,,,,,,,
2001173985000890 ,#N/A,,,,,,,,
2001173985000900 ,#N/A,,,,,,,,
2001173985000910 ,#N/A,,,,,,,,
2001173985000920 ,#N/A,,,,,,,,
2001173985000930 ,#N/A,,,,,,,,
2001173985000940 ,#N/A,,,,,,,,
2001173985000950 ,#N/A,,,,,,,,
2001173985000960 ,#N/A,,,,,,,,
2001173985000970 ,#N/A,,,,,,,,
2001173985000980 ,#N/A,,,,,,,,
2001173985000990 ,#N/A,,,,,,,,
2001173985001000 ,#N/A,,,,,,,,
2001173985001010 ,#N/A,,,,,,,,
2001173985001020 ,#N/A,,,,,,,,
2001173985001030 ,#N/A,,,,,,,,
2001173985001040 ,#N/A,,,,,,,,
2001173985001050 ,#N/A,,,,,,,,
2001173985001060 ,#N/A,,,,,,,,
2001173985001070 ,#N/A,,,,,,,,
2001173985001080 ,#N/A,,,,,,,,
2001173985001090 ,#N/A,,,,,,,,
2001173985001100 ,#N/A,,,,,,,,
2001173985001110 ,#N/A,,,,,,,,
2001173985001120 ,#N/A,,,,,,,,
2001173985001130 ,#N/A,,,,,,,,
2001173985001140 ,#N/A,,,,,,,,
2001173985001150 ,#N/A,,,,,,,,
2001173985001160 ,#N/A,,,,,,,,
2001173985001170 ,#N/A,,,,,,,,
2001173985001180 ,#N/A,,,,,,,,
2001173985001190 ,#N/A,,,,,,,,
2001173985001200 ,#N/A,,,,,,,,
2001173986000010 ,#N/A,,,,,,,,
2001173986000020 ,#N/A,,,,,,,,
2001173986000030 ,#N/A,,,,,,,,
2001173986000040 ,#N/A,,,,,,,,
2001173986000050 ,#N/A,,,,,,,,
2001173986000060 ,#N/A,,,,,,,,
2001173986000070 ,#N/A,,,,,,,,
2001173986000080 ,#N/A,,,,,,,,
2001173986000090 ,#N/A,,,,,,,,
2001173986000100 ,#N/A,,,,,,,,
2001173986000110 ,#N/A,,,,,,,,
2001173986000120 ,#N/A,,,,,,,,
2001173986000130 ,#N/A,,,,,,,,
2001173986000140 ,#N/A,,,,,,,,
2001173986000150 ,#N/A,,,,,,,,
2001173986000160 ,#N/A,,,,,,,,
2001173986000170 ,#N/A,,,,,,,,
2001173986000180 ,#N/A,,,,,,,,
2001173986000190 ,#N/A,,,,,,,,
2001173986000200 ,#N/A,,,,,,,,
2001173986000210 ,#N/A,,,,,,,,
2001173986000220 ,#N/A,,,,,,,,
2001173986000230 ,#N/A,,,,,,,,
2001173986000240 ,#N/A,,,,,,,,
2001173986000250 ,#N/A,,,,,,,,
2001173986000260 ,#N/A,,,,,,,,
2001173986000270 ,#N/A,,,,,,,,
2001173986000280 ,#N/A,,,,,,,,
2001173986000290 ,#N/A,,,,,,,,
2001173986000300 ,#N/A,,,,,,,,
2001173986000310 ,#N/A,,,,,,,,
2001173986000320 ,#N/A,,,,,,,,
2001173986000330 ,#N/A,,,,,,,,
2001173986000340 ,#N/A,,,,,,,,
2001173986000350 ,#N/A,,,,,,,,
2001173986000360 ,#N/A,,,,,,,,
2001173986000370 ,#N/A,,,,,,,,
2001173986000380 ,#N/A,,,,,,,,
2001173986000390 ,#N/A,,,,,,,,
2001173986000400 ,#N/A,,,,,,,,
2001173986000410 ,#N/A,,,,,,,,
2001173986000420 ,#N/A,,,,,,,,
2001173986000430 ,#N/A,,,,,,,,
2001173986000440 ,#N/A,,,,,,,,
2001173986000450 ,#N/A,,,,,,,,
2001173986000460 ,#N/A,,,,,,,,
2001173986000470 ,#N/A,,,,,,,,
2001173986000480 ,#N/A,,,,,,,,
2001173986000490 ,#N/A,,,,,,,,
2001173986000500 ,#N/A,,,,,,,,
2001173986000510 ,#N/A,,,,,,,,
2001173986000520 ,#N/A,,,,,,,,
2001173986000530 ,#N/A,,,,,,,,
2001173986000540 ,#N/A,,,,,,,,
2001173986000550 ,#N/A,,,,,,,,
2001173986000560 ,#N/A,,,,,,,,
2001173986000570 ,#N/A,,,,,,,,
2001173986000580 ,#N/A,,,,,,,,
2001173986000590 ,#N/A,,,,,,,,
2001173986000600 ,#N/A,,,,,,,,
2001173986000610 ,#N/A,,,,,,,,
2001173986000620 ,#N/A,,,,,,,,
2001173986000630 ,#N/A,,,,,,,,
2001173986000640 ,#N/A,,,,,,,,
2001173986000650 ,#N/A,,,,,,,,
2001173986000660 ,#N/A,,,,,,,,
2001173986000670 ,#N/A,,,,,,,,
2001173986000680 ,#N/A,,,,,,,,
2001173986000690 ,#N/A,,,,,,,,
2001173986000700 ,#N/A,,,,,,,,
2001173986000710 ,#N/A,,,,,,,,
2001173986000720 ,#N/A,,,,,,,,
2001173986000730 ,#N/A,,,,,,,,
2001173986000740 ,#N/A,,,,,,,,
2001173986000750 ,#N/A,,,,,,,,
2001173986000760 ,#N/A,,,,,,,,
2001173986000770 ,#N/A,,,,,,,,
2001173986000780 ,#N/A,,,,,,,,
2001173986000790 ,#N/A,,,,,,,,
2001173986000800 ,#N/A,,,,,,,,
2001173986000810 ,#N/A,,,,,,,,
2001173986000820 ,#N/A,,,,,,,,
2001173986000830 ,#N/A,,,,,,,,
2001173986000840 ,#N/A,,,,,,,,
2001173986000850 ,#N/A,,,,,,,,
2001173986000860 ,#N/A,,,,,,,,
2001173986000870 ,#N/A,,,,,,,,
2001173986000880 ,#N/A,,,,,,,,
2001173986000890 ,#N/A,,,,,,,,
2001173986000900 ,2001173986000900 ,,,,,,,,
2001173986000910 ,#N/A,,,,,,,,
2001173986000920 ,#N/A,,,,,,,,
2001173986000930 ,#N/A,,,,,,,,
2001173986000940 ,#N/A,,,,,,,,
2001173986000950 ,#N/A,,,,,,,,
2001173986000960 ,#N/A,,,,,,,,
2001173986000970 ,#N/A,,,,,,,,
2001173986000980 ,#N/A,,,,,,,,
2001173986000990 ,#N/A,,,,,,,,
2001173986001000 ,#N/A,,,,,,,,
2001173986001010 ,#N/A,,,,,,,,
2001173986001020 ,#N/A,,,,,,,,
2001173986001030 ,#N/A,,,,,,,,
2001173986001040 ,#N/A,,,,,,,,
2001173986001050 ,#N/A,,,,,,,,
2001173986001060 ,#N/A,,,,,,,,
2001173986001070 ,#N/A,,,,,,,,
2001173986001080 ,#N/A,,,,,,,,
2001173986001090 ,#N/A,,,,,,,,
2001173986001100 ,#N/A,,,,,,,,
2001173986001110 ,#N/A,,,,,,,,
2001173986001120 ,#N/A,,,,,,,,
2001173986001130 ,#N/A,,,,,,,,
2001173986001140 ,#N/A,,,,,,,,
2001173986001150 ,#N/A,,,,,,,,
2001173986001160 ,#N/A,,,,,,,,
2001173986001170 ,#N/A,,,,,,,,
2001173986001180 ,#N/A,,,,,,,,
2001173986001190 ,#N/A,,,,,,,,
2001173986001200 ,#N/A,,,,,,,,
2001173986001210 ,#N/A,,,,,,,,
2001173986001220 ,#N/A,,,,,,,,
2001173986001230 ,#N/A,,,,,,,,
2001173986001240 ,#N/A,,,,,,,,
2001173986001250 ,#N/A,,,,,,,,
2001173986001260 ,#N/A,,,,,,,,
2001173986001270 ,#N/A,,,,,,,,
2001173986001280 ,#N/A,,,,,,,,
2001173986001290 ,#N/A,,,,,,,,
2001173986001300 ,#N/A,,,,,,,,
2001173986001310 ,#N/A,,,,,,,,
2001173986001320 ,#N/A,,,,,,,,
2001173986001330 ,#N/A,,,,,,,,
2001173986001340 ,#N/A,,,,,,,,
2001173986001350 ,#N/A,,,,,,,,
2001173986001360 ,#N/A,,,,,,,,
2001173986001370 ,#N/A,,,,,,,,
2001173986001380 ,#N/A,,,,,,,,
2001173987000010 ,2001173987000010 ,,,,,,,,
2001173987000020 ,#N/A,,,,,,,,
2001173988000010 ,#N/A,,,,,,,,
2001173988000020 ,#N/A,,,,,,,,
2001173988000030 ,2001173988000030 ,,,,,,,,
2001173989000010 ,2001173989000010 ,,,,,,,,
2001173990000010 ,#N/A,,,,,,,,
2001173991000010 ,#N/A,,,,,,,,
2001173991000020 ,2001173991000020 ,,,,,,,,
2001173991000030 ,#N/A,,,,,,,,
2001173991000040 ,#N/A,,,,,,,,
2001173991000050 ,#N/A,,,,,,,,
2001173991000060 ,#N/A,,,,,,,,
2001173991000070 ,#N/A,,,,,,,,
2001173991000080 ,#N/A,,,,,,,,
2001173991000090 ,#N/A,,,,,,,,
2001173991000100 ,#N/A,,,,,,,,
2001173991000110 ,#N/A,,,,,,,,
2001173991000120 ,#N/A,,,,,,,,
2001173991000130 ,#N/A,,,,,,,,
2001173991000140 ,#N/A,,,,,,,,
2001173991000150 ,2001173991000150 ,,,,,,,,
2001173991000160 ,2001173991000160 ,,,,,,,,
2001173991000170 ,2001173991000170 ,,,,,,,,
2001173991000180 ,2001173991000180 ,,,,,,,,
2001173991000190 ,2001173991000190 ,,,,,,,,
2001173991000200 ,#N/A,,,,,,,,
2001173991000210 ,#N/A,,,,,,,,
2001173991000220 ,#N/A,,,,,,,,
2001173991000230 ,#N/A,,,,,,,,
2001173991000240 ,#N/A,,,,,,,,
2001173991000250 ,#N/A,,,,,,,,
2001173991000260 ,#N/A,,,,,,,,
2001173991000270 ,#N/A,,,,,,,,
2001173991000280 ,#N/A,,,,,,,,
2001173991000290 ,#N/A,,,,,,,,
2001173991000300 ,#N/A,,,,,,,,
2001173991000310 ,#N/A,,,,,,,,
2001173991000320 ,#N/A,,,,,,,,
2001173991000330 ,#N/A,,,,,,,,
2001173991000340 ,#N/A,,,,,,,,
2001173991000350 ,2001173991000350 ,,,,,,,,
2001173991000360 ,#N/A,,,,,,,,
2001173991000370 ,2001173991000370 ,,,,,,,,
2001173991000380 ,#N/A,,,,,,,,
2001173991000390 ,#N/A,,,,,,,,
2001173991000400 ,#N/A,,,,,,,,
2001173991000410 ,#N/A,,,,,,,,
2001173991000420 ,#N/A,,,,,,,,
2001173991000430 ,#N/A,,,,,,,,
2001173991000440 ,#N/A,,,,,,,,
2001173991000450 ,#N/A,,,,,,,,
2001173991000460 ,#N/A,,,,,,,,
2001173991000470 ,#N/A,,,,,,,,
2001173991000480 ,#N/A,,,,,,,,
2001173991000490 ,#N/A,,,,,,,,
2001173991000500 ,#N/A,,,,,,,,
2001173991000510 ,#N/A,,,,,,,,
2001173991000520 ,#N/A,,,,,,,,
2001173991000530 ,#N/A,,,,,,,,
2001173991000540 ,#N/A,,,,,,,,
2001173991000550 ,#N/A,,,,,,,,
2001173991000560 ,#N/A,,,,,,,,
2001173991000570 ,#N/A,,,,,,,,
2001173991000580 ,#N/A,,,,,,,,
2001173991000590 ,#N/A,,,,,,,,
2001173991000600 ,#N/A,,,,,,,,
2001173991000610 ,#N/A,,,,,,,,
2001173991000620 ,#N/A,,,,,,,,
2001173991000630 ,#N/A,,,,,,,,
2001173991000640 ,#N/A,,,,,,,,
2001173991000650 ,#N/A,,,,,,,,
2001173991000660 ,#N/A,,,,,,,,
2001173991000670 ,#N/A,,,,,,,,
2001173991000680 ,#N/A,,,,,,,,
2001173991000690 ,2001173991000690 ,,,,,,,,
2001173991000700 ,#N/A,,,,,,,,
2001173991000710 ,#N/A,,,,,,,,
2001173991000720 ,#N/A,,,,,,,,
2001173991000730 ,#N/A,,,,,,,,
2001173991000740 ,2001173991000740 ,,,,,,,,
2001173991000750 ,2001173991000750 ,,,,,,,,
2001173991000760 ,2001173991000760 ,,,,,,,,
2001173991000770 ,2001173991000770 ,,,,,,,,
2001173991000780 ,2001173991000780 ,,,,,,,,
2001173991000790 ,2001173991000790 ,,,,,,,,
2001173991000800 ,2001173991000800 ,,,,,,,,
2001173991000810 ,2001173991000810 ,,,,,,,,
2001173991000820 ,2001173991000820 ,,,,,,,,
2001173991000830 ,2001173991000830 ,,,,,,,,
2001173991000840 ,2001173991000840 ,,,,,,,,
2001173991000850 ,2001173991000850 ,,,,,,,,
2001173991000860 ,2001173991000860 ,,,,,,,,
2001173991000870 ,2001173991000870 ,,,,,,,,
2001173991000880 ,2001173991000880 ,,,,,,,,
2001173991000890 ,2001173991000890 ,,,,,,,,
2001173991000900 ,2001173991000900 ,,,,,,,,
2001173991000910 ,2001173991000910 ,,,,,,,,
2001173991000920 ,2001173991000920 ,,,,,,,,
2001173991000930 ,2001173991000930 ,,,,,,,,
2001173991000940 ,#N/A,,,,,,,,
2001173991000950 ,#N/A,,,,,,,,
2001173991000960 ,#N/A,,,,,,,,
2001173991000970 ,#N/A,,,,,,,,
2001173991000980 ,#N/A,,,,,,,,
2001173991000990 ,#N/A,,,,,,,,
2001173991001000 ,#N/A,,,,,,,,
2001173991001010 ,#N/A,,,,,,,,
2001173991001020 ,2001173991001020 ,,,,,,,,
2001173991001030 ,2001173991001030 ,,,,,,,,
2001173991001040 ,2001173991001040 ,,,,,,,,
2001173991001050 ,2001173991001050 ,,,,,,,,
2001173991001060 ,2001173991001060 ,,,,,,,,
2001173991001070 ,2001173991001070 ,,,,,,,,
2001173991001080 ,2001173991001080 ,,,,,,,,
2001173991001090 ,2001173991001090 ,,,,,,,,
2001173991001100 ,2001173991001100 ,,,,,,,,
2001173991001110 ,2001173991001110 ,,,,,,,,
2001173991001120 ,2001173991001120 ,,,,,,,,
